Fetching seen_trades from Supabase...
Rows returned: 464

Unique addresses found: 262
  29x | 0x0e26a5a60755f60a20500a0fb858739c18b4550e
  24x | 0xa7a8c1fd4bfff08ea30214efa7efaf75d7c6580c
🔴 $     -2069 | 0xea2f794a7f0ce05e4bbd357b3ccbb3bd2048a8ef | tr:500 wk:12 mo:38 seen:1x
🔴 $     -2597 | 0xef7d4c8f88e886ecd1632b80f07814adeaff5e3f | tr:114 wk:2 mo:2 seen:1x
🔴 $   -139121 | 0xa022ba0a68e11a78348382ff168601012d4d77f8 | tr:500 wk:40 mo:500 seen:1x
🔴 $    -56177 | 0x35611d315e2546a4f9394fdf68ca2444439bd87c | tr:22 wk:15 mo:22 seen:1x
🔴 $     -6489 | 0xd0055bc6aed640e6ca34657a09a519a1d1a2f2c5 | tr:119 wk:14 mo:94 seen:1x
🔴 $  -6770209 | 0xee0d153c17fe82b8866b484753b56a700ab457ab | tr:500 wk:0 mo:96 seen:1x
🔴 $    -82597 | 0xe734e7bf7cfb9e464681f71822f6c2f6be514f0c | tr:500 wk:165 mo:489 seen:1x
🔴 $    -79407 | 0x6e1d5040d0ac73709b0621f620d2a60b80d2d0fa | tr:500 wk:500 mo:500 seen:1x
🔴 $     -1086 | 0x780296eb0d6039b59853832a326fb628d9ede9cb | tr:8 wk:0 mo:2 seen:1x
🔴 $    -36331 | 0xb87b5c3cf36ab3c5afcc81cd33de4b2fda203626 | tr:474 wk:20 mo:51 seen:1x
🔴 $     -1702 | 0x58fd45d701b93e76d6c04a0983ee5b3cc29d43a6 | tr:500 wk:183 mo:500 seen:1x
🔴 $     -1051 | 0x47661b3073d6dd0130e61a5c5b6f00b6f8da0286 | tr:38 wk:2 mo:2 seen:1x
🔴 $   -273529 | 0x2117ae94a97d69b78cbc81b6680a62deb1955c26 | tr:500 wk:500 mo:500 seen:1x
🔴 $    -53748 | 0xec23da31bc1c13346b03dce69cf33da3983824fd | tr:95 wk:13 mo:75 seen:1x
🔴 $   -973819 | 0xc72d7dcdb23597d143a83536fb97b1d7db7efc21 | tr:242 wk:116 mo:153 seen:1x
🟢 $         0 | 0x96672e2f487f6b6036243765f6dbe14c3ed86e07 | tr:22 wk:10 mo:13 seen:1x
🔴 $    -38524 | 0x73df71df65effd8a41a40cd7eb854e817c630c9a | tr:21 wk:16 mo:16 seen:1x
🔴 $    -14526 | 0xc13cbd011bc02c0c9fd9a5d4dbd236ecc0e8a202 | tr:251 wk:21 mo:30 seen:1x
🔴 $  -4327365 | 0xc8075693f48668a264b9fa313b47f52712fcc12b | tr:500 wk:15 mo:179 seen:1x
🟢 $         0 | 0x0a879ba9a2ba863254a5b5244bcdf87e20503345 | tr:176 wk:8 mo:40 seen:1x
🔴 $   -120385 | 0xf5198df69e13937a40d1c76d6f72d9aa067d906b | tr:500 wk:34 mo:450 seen:1x
🔴 $  -2212092 | 0x2d7be5170a8026c18709eaea1027c7f12e8ce2ce | tr:36 wk:10 mo:36 seen:1x
🟢 $       627 | 0x31234101ffb9421eeab5b704fe974f0b6721b44d | tr:500 wk:55 mo:102 seen:1x
🔴 $    -49705 | 0x440a147c6b2b82bad733e001957ba209f716035a | tr:69 wk:3 mo:22 seen:1x
🔴 $       -53 | 0x8a815b830d6ecfb203abd27334ef8d621e2558b0 | tr:347 wk:65 mo:93 seen:1x
🔴 $   -244405 | 0xe5047b7b7eb66eafdc80540048c31227f641600e | tr:500 wk:209 mo:500 seen:1x
🟢 $         0 | 0x40ea9faef8f8eeac2b3262f2e1b75f9fbb16832f | tr:500 wk:27 mo:480 seen:1x
🔴 $      -806 | 0x195d0bfaeaf0af2d68e2d9200d2fd4d2edff2dec | tr:500 wk:14 mo:182 seen:1x
🔴 $    -52450 | 0x1f66796b45581868376365aef54b51eb84184c8d | tr:500 wk:253 mo:500 seen:1x
🔴 $    -14919 | 0xcd66d7ff1d5ddbb5e57d9eac844403550256664f | tr:460 wk:28 mo:98 seen:1x
🔴 $    -84712 | 0xfe9455e2cad5257b26547af62cbbfd75c8968a3d | tr:241 wk:3 mo:239 seen:1x
🔴 $    -12849 | 0xd902d85156fe7b309c12299375c00d86ea83cdb9 | tr:170 wk:3 mo:37 seen:1x
🟢 $      9286 | 0xeed588bab0b0df73a9a6def7a59e512e9ede1a33 | tr:69 wk:17 mo:44 seen:1x
🔴 $    -30042 | 0x47e6d461c40169233b41ea6cdad6b6cb8126fd61 | tr:244 wk:11 mo:56 seen:1x
🔴 $      -139 | 0xe21040efd9bff86a723b89cbfed391a667c9b956 | tr:44 wk:0 mo:9 seen:1x
🔴 $     -8155 | 0x0d05b729b369f742a3b47b1312de4424ad396a81 | tr:500 wk:80 mo:251 seen:1x
🟢 $         0 | 0x11a4c16d55eb0401d6bda5d979de261ea682b1e2 | tr:61 wk:0 mo:43 seen:1x
🔴 $     -2139 | 0x0eab618c1038208fbda8f045f6b3dd230e5bd4bf | tr:500 wk:202 mo:500 seen:1x
🟢 $       234 | 0x6b25d12302d416c027770e93004c34d79b8a8963 | tr:1 wk:0 mo:1 seen:1x
🔴 $     -5001 | 0xf9c1190aa8184bcbe418e6f5321c53b0bfbc39e2 | tr:500 wk:135 mo:500 seen:1x
🔴 $   -721135 | 0x86e99faea12fccd8925de5d9f052471baf7a4cdf | tr:500 wk:363 mo:500 seen:1x
🔴 $     -5279 | 0x43774ec4527391f2c5de6cac9508679242a51764 | tr:86 wk:23 mo:74 seen:1x
🔴 $    -25067 | 0xbc8c61c1de7c31a8ff68aebf55256c028db9273f | tr:500 wk:118 mo:171 seen:1x
🔴 $      -331 | 0x5fc814d89c2aa979bd987add20d6eb39eb0439ef | tr:500 wk:1 mo:4 seen:1x
🟢 $     12423 | 0x204f72f35326db932158cba6adff0b9a1da95e14 | tr:500 wk:500 mo:500 seen:1x
🔴 $  -9309542 | 0xfe787d2da716d60e8acff57fb87eb13cd4d10319 | tr:500 wk:500 mo:500 seen:1x
